paperId,paperUrl,conferenceJournalId,conferenceJournalTitle,paperTitle,paperAbstract,paperType,proceedingsVolumeIds
pap1095,4edf4880e93783901df1118ff174c839ffe2986f,jou88,bioRxiv,Enabling the democratization of the genomics revolution with a fully integrated web-based bioinformatics platform,"Continued advancements in sequencing technologies have fueled the development of new sequencing applications and promise to flood current databases with raw data. A number of factors prevent the seamless and easy use of these data, including the breadth of project goals, the wide array of tools that individually perform fractions of any given analysis, the large number of associated software/hardware dependencies, and the detailed expertise required to perform these analyses. To address these issues, we have developed an intuitive web-based environment with a wide assortment of integrated and cutting-edge bioinformatics tools. These preconfigured workflows provide even novice next-generation sequencing users with the ability to perform many complex analyses with only a few mouse clicks, and, within the context of the same environment, to visualize and further interrogate their results. This bioinformatics platform is an initial attempt at Empowering the Development of Genomics Expertise (EDGE) in a wide range of applications.",Article,vol88
pap1096,aa8cd9b6126da24d6e772a6973e82b5443537780,jou205,Current Topics in Medicinal Chemistry,Bioinformatics and Drug Discovery,"Bioinformatic analysis can not only accelerate drug target identification and drug candidate screening and refinement, but also facilitate characterization of side effects and predict drug resistance. High-throughput data such as genomic, epigenetic, genome architecture, cistromic, transcriptomic, proteomic, and ribosome profiling data have all made significant contribution to mechanism-based drug discovery and drug repurposing. Accumulation of protein and RNA structures, as well as development of homology modeling and protein structure simulation, coupled with large structure databases of small molecules and metabolites, paved the way for more realistic protein-ligand docking experiments and more informative virtual screening. I present the conceptual framework that drives the collection of these high-throughput data, summarize the utility and potential of mining these data in drug discovery, outline a few inherent limitations in data and software mining these data, point out news ways to refine analysis of these diverse types of data, and highlight commonly used software and databases relevant to drug discovery.",Article,vol205
pap1097,a164044fe875d7d9d23a9f569c5b2c82660add4e,jou206,Bioscience Reports,Bioinformatics in translational drug discovery,"Bioinformatics approaches are becoming ever more essential in translational drug discovery both in academia and within the pharmaceutical industry. Computational exploitation of the increasing volumes of data generated during all phases of drug discovery is enabling key challenges of the process to be addressed. Here, we highlight some of the areas in which bioinformatics resources and methods are being developed to support the drug discovery pipeline. These include the creation of large data warehouses, bioinformatics algorithms to analyse ‘big data’ that identify novel drug targets and/or biomarkers, programs to assess the tractability of targets, and prediction of repositioning opportunities that use licensed drugs to treat additional indications.",Letter,vol206
pap1098,1b54ecd153bcb9283bacf12d448a12ff871b51fc,con103,IEEE International Conference on Multimedia and Expo,BIOINFORMATICS APPLICATIONS NOTE,"Motivations: Spreadsheet-like tabular formats are ever more popular in the biomedical ﬁeld as a mean for experimental reporting. The problem of converting the graph of an experimental workﬂow into a table-based representation occurs in many such formats and is not easy to solve. Results: We describe graph2tab, a library that implements methods to realise such a conversion in a size-optimised way. Our solution is generic and can be adapted to speciﬁc cases of data exporters or data converters that need to be implemented. Availability and Implementation: The library source code and documentation are available at http://github.com/ISA-tools/ graph2tab. Contact",Erratum,pro103
pap1099,fbae68c4166d297cb4cc7b014906d559dfce484a,jou207,GigaScience,Bioinformatics applications on Apache Spark,"Abstract With the rapid development of next-generation sequencing technology, ever-increasing quantities of genomic data pose a tremendous challenge to data processing. Therefore, there is an urgent need for highly scalable and powerful computational systems. Among the state-of–the-art parallel computing platforms, Apache Spark is a fast, general-purpose, in-memory, iterative computing framework for large-scale data processing that ensures high fault tolerance and high scalability by introducing the resilient distributed dataset abstraction. In terms of performance, Spark can be up to 100 times faster in terms of memory access and 10 times faster in terms of disk access than Hadoop. Moreover, it provides advanced application programming interfaces in Java, Scala, Python, and R. It also supports some advanced components, including Spark SQL for structured data processing, MLlib for machine learning, GraphX for computing graphs, and Spark Streaming for stream computing. We surveyed Spark-based applications used in next-generation sequencing and other biological domains, such as epigenetics, phylogeny, and drug discovery. The results of this survey are used to provide a comprehensive guideline allowing bioinformatics researchers to apply Spark in their own fields.",Letter,vol207
pap1100,1a8bfb3b927778f643ae612562e0b9b915f614d3,jou208,Journal of B.U.ON. : official journal of the Balkan Union of Oncology,Microarray bioinformatics in cancer- a review.,"Bioinformatics is one of the newest fields of biological research, and should be viewed broadly as the use of mathematical, statistical, and computational methods for the processing and analysis of biological data. Over the last decade, the rapid growth of information and technology in both ""genomics"" and ""omics"" eras has been overwhelming for the laboratory scientists to process experimental results. Traditional gene-by-gene approaches in research are insufficient to meet the growth and demand of biological research in understanding the true biology. The massive amounts of data generated by new technologies as genomic sequencing and microarray chips make the management of data and the integration of multiple platforms of high importance; this is then followed by data analysis and interpretation to achieve biological understanding and therapeutic progress. Global views of analyzing the magnitude of information are necessary and traditional approaches to lab work have steadily been changing towards a bioinformatics era. Research is moving from being restricted to a laboratory environment to working with computers in a ""virtual lab"" environment. The present review article shall put light on this emerging field and its applicability towards cancer research.",Conference paper,vol208
pap1101,841dbff787e715ffb5b4c6b5a9841e0a2da0f1a0,con59,Annual Workshop of the Psychology of Programming Interest Group,The European Bioinformatics Institute in 2016: Data growth and integration,"New technologies are revolutionising biological research and its applications by making it easier and cheaper to generate ever-greater volumes and types of data. In response, the services and infrastructure of the European Bioinformatics Institute (EMBL-EBI, www.ebi.ac.uk) are continually expanding: total disk capacity increases significantly every year to keep pace with demand (75 petabytes as of December 2015), and interoperability between resources remains a strategic priority. Since 2014 we have launched two new resources: the European Variation Archive for genetic variation data and EMPIAR for two-dimensional electron microscopy data, as well as a Resource Description Framework platform. We also launched the Embassy Cloud service, which allows users to run large analyses in a virtual environment next to EMBL-EBI's vast public data resources.",Erratum,pro59
pap1102,27464183a5d63c06d4a8fafb0ba4e61bbdb59b70,jou75,Frontiers in Genetics,Single-Cell Transcriptomics Bioinformatics and Computational Challenges,"The emerging single-cell RNA-Seq (scRNA-Seq) technology holds the promise to revolutionize our understanding of diseases and associated biological processes at an unprecedented resolution. It opens the door to reveal intercellular heterogeneity and has been employed to a variety of applications, ranging from characterizing cancer cells subpopulations to elucidating tumor resistance mechanisms. Parallel to improving experimental protocols to deal with technological issues, deriving new analytical methods to interpret the complexity in scRNA-Seq data is just as challenging. Here, we review current state-of-the-art bioinformatics tools and methods for scRNA-Seq analysis, as well as addressing some critical analytical challenges that the field faces.",Article,vol75
pap1103,13043cbc3317220e57f89b70344d9b3f63d3a347,con87,"IEEE International Conference on Acoustics, Speech, and Signal Processing",Bioinformatics for precision oncology,"Abstract Molecular profiling of tumor biopsies plays an increasingly important role not only in cancer research, but also in the clinical management of cancer patients. Multi-omics approaches hold the promise of improving diagnostics, prognostics and personalized treatment. To deliver on this promise of precision oncology, appropriate bioinformatics methods for managing, integrating and analyzing large and complex data are necessary. Here, we discuss the specific requirements of bioinformatics methods and software that arise in the setting of clinical oncology, owing to a stricter regulatory environment and the need for rapid, highly reproducible and robust procedures. We describe the workflow of a molecular tumor board and the specific bioinformatics support that it requires, from the primary analysis of raw molecular profiling data to the automatic generation of a clinical report and its delivery to decision-making clinical oncologists. Such workflows have to various degrees been implemented in many clinical trials, as well as in molecular tumor boards at specialized cancer centers and university hospitals worldwide. We review these and more recent efforts to include other high-dimensional multi-omics patient profiles into the tumor board, as well as the state of clinical decision support software to translate molecular findings into treatment recommendations.",Erratum,pro87
pap1104,a066d6337183fba874dd6f90805df9178f00d847,con35,IEEE Working Conference on Mining Software Repositories,Designing a course model for distance-based online bioinformatics training in Africa: The H3ABioNet experience,"Africa is not unique in its need for basic bioinformatics training for individuals from a diverse range of academic backgrounds. However, particular logistical challenges in Africa, most notably access to bioinformatics expertise and internet stability, must be addressed in order to meet this need on the continent. H3ABioNet (www.h3abionet.org), the Pan African Bioinformatics Network for H3Africa, has therefore developed an innovative, free-of-charge “Introduction to Bioinformatics” course, taking these challenges into account as part of its educational efforts to provide on-site training and develop local expertise inside its network. A multiple-delivery–mode learning model was selected for this 3-month course in order to increase access to (mostly) African, expert bioinformatics trainers. The content of the course was developed to include a range of fundamental bioinformatics topics at the introductory level. For the first iteration of the course (2016), classrooms with a total of 364 enrolled participants were hosted at 20 institutions across 10 African countries. To ensure that classroom success did not depend on stable internet, trainers pre-recorded their lectures, and classrooms downloaded and watched these locally during biweekly contact sessions. The trainers were available via video conferencing to take questions during contact sessions, as well as via online “question and discussion” forums outside of contact session time. This learning model, developed for a resource-limited setting, could easily be adapted to other settings.",Erratum,pro35
pap1105,81a40d51130e6da8e4a006a0e2ca1691ed8b25fc,con70,International Conference on Graph Transformation,Protein Structural Bioinformatics: An Overview,,Erratum,pro70
pap1106,590e4cc7cffc06cb337a33a2d450bfd790bda848,jou81,BMC Bioinformatics,BART: bioinformatics array research tool,,Letter,vol81
pap1107,6696681640fb9c9dc5f81ea73a433f09bfe9886a,jou81,BMC Bioinformatics,Developing reproducible bioinformatics analysis workflows for heterogeneous computing environments to support African genomics,,Conference paper,vol81
pap1108,78dbf5d24f1788ec47b723904e85dc68d74d77b7,jou209,Clinical Chemistry,Bioinformatics for clinical next generation sequencing.,"BACKGROUND
Next generation sequencing (NGS)-based assays continue to redefine the field of genetic testing. Owing to the complexity of the data, bioinformatics has become a necessary component in any laboratory implementing a clinical NGS test.


CONTENT
The computational components of an NGS-based work flow can be conceptualized as primary, secondary, and tertiary analytics. Each of these components addresses a necessary step in the transformation of raw data into clinically actionable knowledge. Understanding the basic concepts of these analysis steps is important in assessing and addressing the informatics needs of a molecular diagnostics laboratory. Equally critical is a familiarity with the regulatory requirements addressing the bioinformatics analyses. These and other topics are covered in this review article.


SUMMARY
Bioinformatics has become an important component in clinical laboratories generating, analyzing, maintaining, and interpreting data from molecular genetics testing. Given the rapid adoption of NGS-based clinical testing, service providers must develop informatics work flows that adhere to the rigor of clinical laboratory standards, yet are flexible to changes as the chemistry and software for analyzing sequencing data mature.",Letter,vol209
pap1109,ad02572df6c57604703ed35d6f7a161b14adf540,jou187,Nature reviews genetics,Applied bioinformatics for the identification of regulatory elements,,Conference paper,vol187
pap1110,17e6aba5cd7012b42a3851a6425513d92ac49fc2,jou81,BMC Bioinformatics,Reproducible bioinformatics project: a community for reproducible bioinformatics analysis pipelines,,Conference paper,vol81
pap1111,a541fb091828a8a52ab0bc5914c9f68ca89df3e5,jou2,Genome Research,"H3ABioNet, a sustainable pan-African bioinformatics network for human heredity and health in Africa","The application of genomics technologies to medicine and biomedical research is increasing in popularity, made possible by new high-throughput genotyping and sequencing technologies and improved data analysis capabilities. Some of the greatest genetic diversity among humans, animals, plants, and microbiota occurs in Africa, yet genomic research outputs from the continent are limited. The Human Heredity and Health in Africa (H3Africa) initiative was established to drive the development of genomic research for human health in Africa, and through recognition of the critical role of bioinformatics in this process, spurred the establishment of H3ABioNet, a pan-African bioinformatics network for H3Africa. The limitations in bioinformatics capacity on the continent have been a major contributory factor to the lack of notable outputs in high-throughput biology research. Although pockets of high-quality bioinformatics teams have existed previously, the majority of research institutions lack experienced faculty who can train and supervise bioinformatics students. H3ABioNet aims to address this dire need, specifically in the area of human genetics and genomics, but knock-on effects are ensuring this extends to other areas of bioinformatics. Here, we describe the emergence of genomics research and the development of bioinformatics in Africa through H3ABioNet.",Letter,vol2
pap1112,fa4240d02661b2fe4762ffdc557995e0f0216170,jou81,BMC Bioinformatics,Proceedings of the 16th Annual UT-KBRIN Bioinformatics Summit 2016: bioinformatics,,Article,vol81
pap1113,8263465748cb85e0945d5c530812b87f2b962bde,jou210,Microbes and Environments,Metagenomics and Bioinformatics in Microbial Ecology: Current Status and Beyond,"Metagenomic approaches are now commonly used in microbial ecology to study microbial communities in more detail, including many strains that cannot be cultivated in the laboratory. Bioinformatic analyses make it possible to mine huge metagenomic datasets and discover general patterns that govern microbial ecosystems. However, the findings of typical metagenomic and bioinformatic analyses still do not completely describe the ecology and evolution of microbes in their environments. Most analyses still depend on straightforward sequence similarity searches against reference databases. We herein review the current state of metagenomics and bioinformatics in microbial ecology and discuss future directions for the field. New techniques will allow us to go beyond routine analyses and broaden our knowledge of microbial ecosystems. We need to enrich reference databases, promote platforms that enable meta- or comprehensive analyses of diverse metagenomic datasets, devise methods that utilize long-read sequence information, and develop more powerful bioinformatic methods to analyze data from diverse perspectives.",Conference paper,vol210
pap1114,228de021449678a97656b6f3f367c4f45fb28dab,con19,International Conference on Conceptual Structures,Bioinformatics Original Paper Copasi—a Complex Pathway Simulator,"Motivation: Simulation and modeling is becoming a standard approach to understand complex biochemical processes. Therefore, there is a big need for software tools that allow access to diverse simulation and modeling methods as well as support for the usage of these methods. Results: Here, we present COPASI, a platform-independent and user-friendly biochemical simulator that offers several unique features. We discuss numerical issues with these features; in particular, the criteria to switch between stochastic and deterministic simulation methods, hybrid deterministic–stochastic methods, and the importance of random number generator numerical resolution in stochastic simulation. Availability: The complete software is available in binary (executable) for MS Windows, OS X, Linux (Intel) and Sun Solaris (SPARC), as well as the full source code under an open source license from http://www.",Erratum,pro19
pap1115,011625cef5e11fc55ce285faae1c1ca338d8d78a,con17,International Conference on Statistical and Scientific Database Management,Bioinformatics Original Paper Improved Scoring of Functional Groups from Gene Expression Data by Decorrelating Go Graph Structure,"Motivation: The result of a typical microarray experiment is a long list of genes with corresponding expression measurements. This list is only the starting point for a meaningful biological interpretation. Modern methods identify relevant biological processes or functions from gene expression data by scoring the statistical significance of prede-fined functional gene groups, e.g. based on Gene Ontology (GO). We develop methods that increase the explanatory power of this approach by integrating knowledge about relationships between the GO terms into the calculation of the statistical significance. Results: We present two novel algorithms that improve GO group scoring using the underlying GO graph topology. The algorithms are evaluated on real and simulated gene expression data. We show that both methods eliminate local dependencies between GO terms and point to relevant areas in the GO graph that remain undetected with state-of-the-art algorithms for scoring functional terms. A simulation study demonstrates that the new methods exhibit a higher level of detecting relevant biological terms than competing methods.",Erratum,pro17
pap1116,b779b41898931373f6e1f302b0a0d9a38313956a,con17,International Conference on Statistical and Scientific Database Management,Overview of random forest methodology and practical guidance with emphasis on computational biology and bioinformatics,"The random forest (RF) algorithm by Leo Breiman has become a standard data analysis tool in bioinformatics. It has shown excellent performance in settings where the number of variables is much larger than the number of observations, can cope with complex interaction structures as well as highly correlated variables and return measures of variable importance. This paper synthesizes 10 years of RF development with emphasis on applications to bioinformatics and computational biology. Special attention is paid to practical aspects such as the selection of parameters, available RF implementations, and important pitfalls and biases of RF and its variable importance measures (VIMs). The paper surveys recent developments of the methodology relevant to bioinformatics as well as some representative examples of RF applications in this context and possible directions for future research. © 2012 Wiley Periodicals, Inc.",Erratum,pro17
pap1117,8799948d9a7ddef5a90276ae807ff0442f35bab6,con3,Knowledge Discovery and Data Mining,Bioinformatics Applications Note Proteowizard: Open Source Software for Rapid Proteomics Tools Development,"The ProteoWizard software project provides a modular and extensible set of open-source, cross-platform tools and libraries. The tools perform proteomics data analyses; the libraries enable rapid tool creation by providing a robust, pluggable development framework that simplifies and unifies data file access, and performs standard proteomics and LCMS dataset computations. The library contains readers and writers of the mzML data format, which has been written using modern C++ techniques and design principles and supports a variety of platforms with native compilers. The software has been specifically released under the Apache v2 license to ensure it can be used in both academic and commercial projects. In addition to the library, we also introduce a rapidly growing set of companion tools whose implementation helps to illustrate the simplicity of developing applications on top of the ProteoWizard library. Availability: Cross-platform software that compiles using native compilers (i.e. GCC on Linux, MSVC on Windows and XCode on OSX) is available for download free of charge, at http://proteowizard.sourceforge.net. This website also provides code examples, and documentation. It is our hope the ProteoWizard project will become a standard platform for proteomics development; consequently, code use, contribution and further development are strongly encouraged. Supplementary information: Supplementary data are available at Bioinformatics online.",Erratum,pro3
pap1118,8fdfb72555c7ca65b00e0496f36c9639e19d351f,con93,International Conference on Computational Logic,In the loop: promoter–enhancer interactions and bioinformatics,"Enhancer–promoter regulation is a fundamental mechanism underlying differential transcriptional regulation. Spatial chromatin organization brings remote enhancers in contact with target promoters in cis to regulate gene expression. There is considerable evidence for promoter–enhancer interactions (PEIs). In the recent years, genome-wide analyses have identified signatures and mapped novel enhancers; however, being able to precisely identify their target gene(s) requires massive biological and bioinformatics efforts. In this review, we give a short overview of the chromatin landscape and transcriptional regulation. We discuss some key concepts and problems related to chromatin interaction detection technologies, and emerging knowledge from genome-wide chromatin interaction data sets. Then, we critically review different types of bioinformatics analysis methods and tools related to representation and visualization of PEI data, raw data processing and PEI prediction. Lastly, we provide specific examples of how PEIs have been used to elucidate a functional role of non-coding single-nucleotide polymorphisms. The topic is at the forefront of epigenetic research, and by highlighting some future bioinformatics challenges in the field, this review provides a comprehensive background for future PEI studies.",Erratum,pro93
pap1119,3a3256ab94a4af91c2ddaf2388e56d2dcaa4e5d6,con89,Conference on Uncertainty in Artificial Intelligence,Big Data Analytics in Bioinformatics: A Machine Learning Perspective,"Bioinformatics research is characterized by voluminous and incremental datasets and complex data analytics methods. The machine learning methods used in bioinformatics are iterative and parallel. These methods can be scaled to handle big data using the distributed and parallel computing technologies. 
Usually big data tools perform computation in batch-mode and are not optimized for iterative processing and high data dependency among operations. In the recent years, parallel, incremental, and multi-view machine learning algorithms have been proposed. Similarly, graph-based architectures and in-memory big data tools have been developed to minimize I/O cost and optimize iterative processing. 
However, there lack standard big data architectures and tools for many important bioinformatics problems, such as fast construction of co-expression and regulatory networks and salient module identification, detection of complexes over growing protein-protein interaction data, fast analysis of massive DNA, RNA, and protein sequence data, and fast querying on incremental and heterogeneous disease networks. This paper addresses the issues and challenges posed by several big data problems in bioinformatics, and gives an overview of the state of the art and the future research opportunities.",Erratum,pro89
pap1120,d78797ea88f50994e97358fedbc9922baaffba8d,con45,International Conference on Global Software Engineering,Bioinformatics For Geneticists,"Thank you for reading bioinformatics for geneticists. As you may know, people have search numerous times for their favorite novels like this bioinformatics for geneticists, but end up in harmful downloads. Rather than reading a good book with a cup of coffee in the afternoon, instead they are facing with some malicious virus inside their laptop. bioinformatics for geneticists is available in our book collection an online access to it is set as public so you can download it instantly. Our digital library saves in multiple countries, allowing you to get the most less latency time to download any of our books like this one. Merely said, the bioinformatics for geneticists is universally compatible with any devices to read.",Erratum,pro45
pap1121,71d7233f4e490dcd1e221cf0d4b7584a6806b6b2,con31,International Conference on Evaluation & Assessment in Software Engineering,A selective review of robust variable selection with applications in bioinformatics,"A drastic amount of data have been and are being generated in bioinformatics studies. In the analysis of such data, the standard modeling approaches can be challenged by the heavy-tailed errors and outliers in response variables, the contamination in predictors (which may be caused by, for instance, technical problems in microarray gene expression studies), model mis-specification and others. Robust methods are needed to tackle these challenges. When there are a large number of predictors, variable selection can be as important as estimation. As a generic variable selection and regularization tool, penalization has been extensively adopted. In this article, we provide a selective review of robust penalized variable selection approaches especially designed for high-dimensional data from bioinformatics and biomedical studies. We discuss the robust loss functions, penalty functions and computational algorithms. The theoretical properties and implementation are also briefly examined. Application examples of the robust penalization approaches in representative bioinformatics and biomedical studies are also illustrated.",Erratum,pro31
pap1122,138b2db34defab5f8836851e4ddd0d3b7394e36b,con5,Technical Symposium on Computer Science Education,BIOINFORMATICS APPLICATIONS,"Summary: A tool to predict the effect that newly discovered genomic variants have on known transcripts is indispensible in prioritizing and categorizing such variants. In Ensembl, a web-based tool (the SNP Effect Predictor) and API interface can now functionally annotate variants in all Ensembl and Ensembl Genomes supported species. Availability: The Ensembl SNP Effect Predictor can be accessed via the Ensembl website at http://www.ensembl.org/. The Ensembl API (http://www.ensembl.org/info/docs/api/ api_installation.html for installation instructions) is open source software.",Erratum,pro5
pap1123,a56eefb5300ca03bbdddfec6153bafc9d91debb7,con1,International Conference on Human Factors in Computing Systems,BIOINFORMATICS APPLICATIONS NOTE doi:10.1093/bioinformatics/btm108 Genetics and population analysis GenABEL: an R library for genome-wide association analysis,,Erratum,pro1
pap1124,262758686200e7d847e5489fff55b6a5919fcb1d,con19,International Conference on Conceptual Structures,"Bioinformatics approaches, prospects and challenges of food bioactive peptide research",,Erratum,pro19
pap1125,c273e7be5e2c9a316efbd01687852bc3af364455,con100,International Conference on Automatic Face and Gesture Recognition,Bioinformatics in Africa: The Rise of Ghana?,"Until recently, bioinformatics, an important discipline in the biological sciences, was largely limited to countries with advanced scientific resources. Nonetheless, several developing countries have lately been making progress in bioinformatics training and applications. In Africa, leading countries in the discipline include South Africa, Nigeria, and Kenya. However, one country that is less known when it comes to bioinformatics is Ghana. Here, I provide a first description of the development of bioinformatics activities in Ghana and how these activities contribute to the overall development of the discipline in Africa. Over the past decade, scientists in Ghana have been involved in publications incorporating bioinformatics analyses, aimed at addressing research questions in biomedical science and agriculture. Scarce research funding and inadequate training opportunities are some of the challenges that need to be addressed for Ghanaian scientists to continue developing their expertise in bioinformatics.",Erratum,pro100
pap1126,26b3223735e316901bdadb831f012ab67b0456fe,jou133,PLoS ONE,Genomics Virtual Laboratory: A Practical Bioinformatics Workbench for the Cloud,"Background Analyzing high throughput genomics data is a complex and compute intensive task, generally requiring numerous software tools and large reference data sets, tied together in successive stages of data transformation and visualisation. A computational platform enabling best practice genomics analysis ideally meets a number of requirements, including: a wide range of analysis and visualisation tools, closely linked to large user and reference data sets; workflow platform(s) enabling accessible, reproducible, portable analyses, through a flexible set of interfaces; highly available, scalable computational resources; and flexibility and versatility in the use of these resources to meet demands and expertise of a variety of users. Access to an appropriate computational platform can be a significant barrier to researchers, as establishing such a platform requires a large upfront investment in hardware, experience, and expertise. Results We designed and implemented the Genomics Virtual Laboratory (GVL) as a middleware layer of machine images, cloud management tools, and online services that enable researchers to build arbitrarily sized compute clusters on demand, pre-populated with fully configured bioinformatics tools, reference datasets and workflow and visualisation options. The platform is flexible in that users can conduct analyses through web-based (Galaxy, RStudio, IPython Notebook) or command-line interfaces, and add/remove compute nodes and data resources as required. Best-practice tutorials and protocols provide a path from introductory training to practice. The GVL is available on the OpenStack-based Australian Research Cloud (http://nectar.org.au) and the Amazon Web Services cloud. The principles, implementation and build process are designed to be cloud-agnostic. Conclusions This paper provides a blueprint for the design and implementation of a cloud-based Genomics Virtual Laboratory. We discuss scope, design considerations and technical and logistical constraints, and explore the value added to the research community through the suite of services and resources provided by our implementation.",Conference paper,vol133
pap1127,640f1a4c0d7a8825611a872e11d232ba73a81559,jou211,"Genomics, Proteomics & Bioinformatics","Translational Bioinformatics: Past, Present, and Future",,Letter,vol211
pap1128,995bbef8ff7bbbb7d994e3bfeed1ac169356db5f,con101,International Conference on Biometrics,Survey of Natural Language Processing Techniques in Bioinformatics,"Informatics methods, such as text mining and natural language processing, are always involved in bioinformatics research. In this study, we discuss text mining and natural language processing methods in bioinformatics from two perspectives. First, we aim to search for knowledge on biology, retrieve references using text mining methods, and reconstruct databases. For example, protein-protein interactions and gene-disease relationship can be mined from PubMed. Then, we analyze the applications of text mining and natural language processing techniques in bioinformatics, including predicting protein structure and function, detecting noncoding RNA. Finally, numerous methods and applications, as well as their contributions to bioinformatics, are discussed for future use by text mining and natural language processing researchers.",Erratum,pro101
pap1129,ae2164e0358f21a22f47d01a58745f09ac0c4dea,jou212,Network Modeling Analysis in Health Informatics and Bioinformatics,"Big data analytics in bioinformatics: architectures, techniques, tools and issues",,Conference paper,vol212
pap1130,d05cf07b2cb746f812a7268dc842ff23bd38f928,con79,IEEE Annual Symposium on Foundations of Computer Science,Bioinformatics programs are 31-fold over-represented among the highest impact scientific papers of the past two decades,"MOTIVATION
To analyze the relative proportion of bioinformatics papers and their non-bioinformatics counterparts in the top 20 most cited papers annually for the past two decades.


RESULTS
When defining bioinformatics papers as encompassing both those that provide software for data analysis or methods underlying data analysis software, we find that over the past two decades, more than a third (34%) of the most cited papers in science were bioinformatics papers, which is approximately a 31-fold enrichment relative to the total number of bioinformatics papers published. More than half of the most cited papers during this span were bioinformatics papers. Yet, the average 5-year JIF of top 20 bioinformatics papers was 7.7, whereas the average JIF for top 20 non-bioinformatics papers was 25.8, significantly higher (P < 4.5 × 10(-29)). The 20-year trend in the average JIF between the two groups suggests the gap does not appear to be significantly narrowing. For a sampling of the journals producing top papers, bioinformatics journals tended to have higher Gini coefficients, suggesting that development of novel bioinformatics resources may be somewhat 'hit or miss'. That is, relative to other fields, bioinformatics produces some programs that are extremely widely adopted and cited, yet there are fewer of intermediate success.


CONTACT
jdwren@gmail.com


SUPPLEMENTARY INFORMATION
Supplementary data are available at Bioinformatics online.",Erratum,pro79
pap1131,d58ce51acf831b07613ca9394e86273115ba4dd3,jou81,BMC Bioinformatics,"Knowledge Discovery and interactive Data Mining in Bioinformatics - State-of-the-Art, future challenges and research directions",,Conference paper,vol81
pap1132,c464387a83a573c5154d551214628c760ff1a2b9,con11,European Conference on Modelling and Simulation,Unipro UGENE: a unified bioinformatics toolkit,"UNLABELLED
Unipro UGENE is a multiplatform open-source software with the main goal of assisting molecular biologists without much expertise in bioinformatics to manage, analyze and visualize their data. UGENE integrates widely used bioinformatics tools within a common user interface. The toolkit supports multiple biological data formats and allows the retrieval of data from remote data sources. It provides visualization modules for biological objects such as annotated genome sequences, Next Generation Sequencing (NGS) assembly data, multiple sequence alignments, phylogenetic trees and 3D structures. Most of the integrated algorithms are tuned for maximum performance by the usage of multithreading and special processor instructions. UGENE includes a visual environment for creating reusable workflows that can be launched on local resources or in a High Performance Computing (HPC) environment. UGENE is written in C++ using the Qt framework. The built-in plugin system and structured UGENE API make it possible to extend the toolkit with new functionality.


AVAILABILITY AND IMPLEMENTATION
UGENE binaries are freely available for MS Windows, Linux and Mac OS X at http://ugene.unipro.ru/download.html. UGENE code is licensed under the GPLv2; the information about the code licensing and copyright of integrated tools can be found in the LICENSE.3rd_party file provided with the source bundle.",Erratum,pro11
pap1133,460eba44832548ea3fec1ab942515d42735e5839,con81,International Conference on Learning Representations,proteins STRUCTURE O FUNCTION O BIOINFORMATICS Protonate3D: Assignment of ionization,,Erratum,pro81
pap1134,1c2ee9858ac6ebbfbb21f8a4a8f8ac8d281b97e1,jou213,Journal of Cellular Physiology,Big Data Bioinformatics,"Recent technological advances allow for high throughput profiling of biological systems in a cost‐efficient manner. The low cost of data generation is leading us to the “big data” era. The availability of big data provides unprecedented opportunities but also raises new challenges for data mining and analysis. In this review, we introduce key concepts in the analysis of big data, including both “machine learning” algorithms as well as “unsupervised” and “supervised” examples of each. We note packages for the R programming language that are available to perform machine learning analyses. In addition to programming based solutions, we review webservers that allow users with limited or no programming background to perform these analyses on large data compendia. J. Cell. Physiol. 229: 1896–1900, 2014. © 2014 Wiley Periodicals, Inc.",Article,vol213
pap1135,81cc8e468ef4fc555b5bb89697f587b2e2969f97,jou214,Current Protocols in Human Genetics,Getting Started with Microbiome Analysis: Sample Acquisition to Bioinformatics,"Historically, in order to study microbes, it was necessary to grow them in the laboratory. It was clear though that many microbe communities were refractory to study because none of the members could be grown outside of their native habitat. The development of culture‐independent methods to study microbiota using high‐throughput sequencing of the 16S ribosomal RNA gene variable regions present in all prokaryotic organisms has provided new opportunities to investigate complex microbial communities. In this unit, the process for a microbiome analysis is described. Many of the components required for this process may already exist. A pipeline is described for acquisition of samples from different sites on the human body, isolation of microbial DNA, and DNA sequencing using the Illumina MiSeq sequencing platform. Finally, a new analytical workflow for basic bioinformatics data analysis, QWRAP, is described, which can be used by clinical and basic science investigators. Curr. Protoc. Hum. Genet. 82:18.8.1‐18.8.29. © 2014 by John Wiley & Sons, Inc.",Conference paper,vol214
