START_ID,journal,volume,year,END_ID
2-s2.0-85161401969,International Journal of Applied Ceramic Technology,20,2023,1950
2-s2.0-85152450107,Nature Biomedical Engineering,7,2023,2833
2-s2.0-85149449559,IEEE Transactions on Wireless Communications,22,2023,1049
2-s2.0-85150420234,Friction,11,2023,128
2-s2.0-85149146145,Friction,11,2023,128
2-s2.0-85149038753,Photosynthesis Research,158,2023,2834
2-s2.0-85153074974,Education and Information Technologies,28,2023,1043
2-s2.0-85153713428,Nano Research,16,2023,411
2-s2.0-85151491196,IEEE Transactions on Smart Grid,14,2023,1538
2-s2.0-85153338555,Nano Research,16,2023,411
2-s2.0-85147287468,IEEE Transactions on Dependable and Secure Computing,20,2023,1782
2-s2.0-85159717570,IEEE Transactions on Circuits and Systems for Video Technology,33,2023,758
2-s2.0-85148447851,IEEE Transactions on Automatic Control,68,2023,1046
2-s2.0-85141554178,IEEE/CAA Journal of Automatica Sinica,10,2023,818
2-s2.0-85144810823,Combustion and Flame,257,2023,210
2-s2.0-85152527589,Multimedia Tools and Applications,82,2023,1018
2-s2.0-85140966497,Visual Computer,39,2023,1078
2-s2.0-85144760989,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85149815740,IEEE Transactions on Smart Grid,14,2023,1538
2-s2.0-85141984845,Current Psychology,42,2023,1504
2-s2.0-85149457607,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,42,2023,485
2-s2.0-85146123495,Energy and Environmental Materials,6,2023,1687
2-s2.0-85153846020,Education and Information Technologies,28,2023,1043
2-s2.0-85149359450,IEEE Journal on Selected Topics in Signal Processing,17,2023,1181
2-s2.0-85153174443,Applied Psychology: Health and Well-Being,15,2023,2835
2-s2.0-85147365752,Journal of Materials Engineering and Performance,32,2023,1075
2-s2.0-85144056468,IEEE Transactions on Knowledge and Data Engineering,35,2023,541
2-s2.0-85151569147,Multimedia Tools and Applications,82,2023,1018
2-s2.0-85147952596,Forum Mathematicum,35,2023,2836
2-s2.0-85158952520,Climate Dynamics,61,2023,1019
2-s2.0-85150635884,Friction,11,2023,128
2-s2.0-85151470159,Jianzhu Jiegou Xuebao/Journal of Building Structures,44,2023,2134
2-s2.0-85151456420,Carbon Energy,5,2023,1367
2-s2.0-85153594597,Combustion and Flame,257,2023,210
2-s2.0-85152388183,Electronic Materials Letters,19,2023,2837
2-s2.0-85149831548,Friction,11,2023,128
2-s2.0-85144813280,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85152451749,Integrative Zoology,18,2023,2838
2-s2.0-85149893254,Environment and Planning B: Urban Analytics and City Science,50,2023,1047
2-s2.0-85153358161,IEEE Internet of Things Journal,10,2023,630
2-s2.0-85153346215,IEEE Transactions on Wireless Communications,22,2023,1049
2-s2.0-85149422066,IEEE Transactions on Dependable and Secure Computing,20,2023,1782
2-s2.0-85146249383,IEEE Transactions on Industrial Electronics,70,2023,101
2-s2.0-85137906473,IEEE Transactions on Intelligent Transportation Systems,24,2023,976
2-s2.0-85149360335,Current Psychology,42,2023,1504
2-s2.0-85153053280,Nano Research,16,2023,411
2-s2.0-85152964107,Healthcare Analytics,3,2023,2488
2-s2.0-85151533564,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,42,2023,485
2-s2.0-85137624566,Green Synthesis and Catalysis,4,2023,2839
2-s2.0-85149386811,IEEE Transactions on Smart Grid,14,2023,1538
2-s2.0-85158061080,Canadian Journal of Chemical Engineering,101,2023,521
2-s2.0-85150632672,Friction,11,2023,128
2-s2.0-85149836193,IEEE Transactions on Smart Grid,14,2023,1538
2-s2.0-85142777014,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85139411493,IEEE Transactions on Intelligent Transportation Systems,24,2023,976
2-s2.0-85150614043,Nano Research,16,2023,411
2-s2.0-85146275512,Friction,11,2023,128
2-s2.0-85146483821,Genes and Diseases,10,2023,2840
2-s2.0-85148336170,Friction,11,2023,128
2-s2.0-85146223741,IEEE Transactions on Knowledge and Data Engineering,35,2023,541
2-s2.0-85140796497,Combustion and Flame,257,2023,210
2-s2.0-85141636855,Journal of Vibration Engineering and Technologies,11,2023,1807
2-s2.0-85158082516,Bioengineering and Translational Medicine,8,2023,2841
2-s2.0-85145940776,Energy and Environmental Materials,6,2023,1687
2-s2.0-85151519016,IEEE Transactions on Smart Grid,14,2023,1538
2-s2.0-85143409888,Journal of Global Optimization,87,2023,1279
2-s2.0-85150878036,Planning Theory,22,2023,2842
2-s2.0-85144026379,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85139492318,Current Psychology,42,2023,1504
2-s2.0-85151558685,IEEE Transactions on Smart Grid,14,2023,1538
2-s2.0-85148662673,Friction,11,2023,128
2-s2.0-85150625316,Friction,11,2023,128
2-s2.0-85144030270,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85145673811,Integrative Zoology,18,2023,2838
2-s2.0-85152447196,Science China Chemistry,66,2023,1614
2-s2.0-85149389344,IEEE Transactions on Industrial Informatics,19,2023,1032
2-s2.0-85153381510,IEEE Transactions on Smart Grid,14,2023,1538
2-s2.0-85138014436,International Journal of Pavement Research and Technology,16,2023,2032
2-s2.0-85146245761,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85144855873,Computer-Aided Civil and Infrastructure Engineering,38,2023,523
2-s2.0-85159784038,Expert Systems with Applications,229,2023,39
2-s2.0-85158051850,Journal of Finance and Data Science,9,2023,2668
2-s2.0-85143224546,Energy and Environmental Materials,6,2023,1687
2-s2.0-85139813091,Journal of Modern Power Systems and Clean Energy,11,2023,1499
2-s2.0-85153393576,IEEE Transactions on Smart Grid,14,2023,1538
2-s2.0-85146602150,Natural Hazards,119,2023,904
2-s2.0-85149367728,IEEE Transactions on Smart Grid,14,2023,1538
2-s2.0-85140270426,Current Psychology,42,2023,1504
2-s2.0-85159142398,Friction,11,2023,128
2-s2.0-85151494020,Food Science and Human Wellness,12,2023,502
2-s2.0-85159283842,Nano Research,16,2023,411
2-s2.0-85147304429,IEEE Transactions on Dependable and Secure Computing,20,2023,1782
2-s2.0-85144775020,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85148884362,Academic Radiology,30,2023,2843
2-s2.0-85159672379,IEEE Transactions on Circuits and Systems for Video Technology,33,2023,758
2-s2.0-85144173073,Journal of Electrochemical Energy Conversion and Storage,20,2023,668
2-s2.0-85158164343,Cell Proliferation,56,2023,1016
2-s2.0-85159825370,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,42,2023,485
2-s2.0-85144028416,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85141642348,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85147209109,IEEE Transactions on Power Systems,38,2023,1464
2-s2.0-85167812713,Computers and Fluids,265,2023,2844
2-s2.0-85179557509,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85178314993,UIST 2023 - Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,,2023,2846
2-s2.0-85179555321,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179556015,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85166633302,Computers and Fluids,265,2023,2844
2-s2.0-85179557474,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85162185943,Applied Surface Science,635,2023,105
2-s2.0-85175497705,Inorganic Chemistry,62,2023,646
2-s2.0-85183472069,"Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture, MICRO 2023",,2023,2847
2-s2.0-85134291903,IEEE Transactions on Cybernetics,53,2023,543
2-s2.0-85126317399,IEEE Transactions on Neural Networks and Learning Systems,34,2023,811
2-s2.0-85168815122,Science Bulletin,68,2023,565
2-s2.0-85176917082,SIGMOD Record,52,2023,2848
2-s2.0-85179554409,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85126547939,IEEE Transactions on Neural Networks and Learning Systems,34,2023,811
2-s2.0-85125358561,IEEE Transactions on Neural Networks and Learning Systems,34,2023,811
2-s2.0-85179557912,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179556428,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85178665036,SAE Technical Papers,,2023,2069
2-s2.0-85179555852,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179556146,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85178665314,SAE Technical Papers,,2023,2069
2-s2.0-85179559267,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85178300730,E3S Web of Conferences,439,2023,2079
2-s2.0-85164769285,Advanced Healthcare Materials,12,2023,1109
2-s2.0-85179557880,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85178288522,UIST 2023 Adjunct - Adjunct Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,,2023,2849
2-s2.0-85126318533,IEEE Transactions on Neural Networks and Learning Systems,34,2023,811
2-s2.0-85169912001,Neurocomputing,555,2023,174
2-s2.0-85168094232,Industrial Lubrication and Tribology,75,2023,629
2-s2.0-85178658511,SAE Technical Papers,,2023,2069
2-s2.0-85135766046,IEEE Transactions on Mobile Computing,22,2023,568
2-s2.0-85176783798,Physical Review Letters,131,2023,580
2-s2.0-85179553522,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85175660260,Environmental Science and Technology,57,2023,549
2-s2.0-85178556941,SAE Technical Papers,,2023,2069
2-s2.0-85177439873,General Psychiatry,36,2023,2850
2-s2.0-85178622899,SAE Technical Papers,,2023,2069
2-s2.0-85183464197,"Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture, MICRO 2023",,2023,2847
2-s2.0-85183207986,Frontiers in Artificial Intelligence and Applications,376,2023,1149
2-s2.0-85179766900,Wartime Thoughts and Academic Figures: A Study of the History of the Humanities at Xinan Lianda,,2023,2851
2-s2.0-85178279115,Elementa,11,2023,2852
2-s2.0-85174343781,Cell Reports,42,2023,547
2-s2.0-85183470456,"Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture, MICRO 2023",,2023,2847
2-s2.0-85129319326,Library Hi Tech,41,2023,2853
2-s2.0-85183468382,"Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture, MICRO 2023",,2023,2847
2-s2.0-85167782263,Neurocomputing,555,2023,174
2-s2.0-85171663328,Cell Reports,42,2023,547
2-s2.0-85126292133,IEEE Transactions on Neural Networks and Learning Systems,34,2023,811
2-s2.0-85136886732,IEEE Transactions on Intelligent Transportation Systems,24,2023,976
2-s2.0-85147351805,Canadian Journal of Mathematics,75,2023,2854
2-s2.0-85176103746,Applied Physics Letters,123,2023,562
2-s2.0-85162088455,Applied Surface Science,635,2023,105
2-s2.0-85183461931,"Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture, MICRO 2023",,2023,2847
2-s2.0-85179557788,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179556212,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85167341049,Statistics in Medicine,42,2023,2855
2-s2.0-85179556331,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85178508051,UIST 2023 - Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,,2023,2846
2-s2.0-85179556462,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179554162,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85177575985,Proceedings of the ACM on Human-Computer Interaction,7,2023,2856
2-s2.0-85183469820,"Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture, MICRO 2023",,2023,2847
2-s2.0-85175280173,Science Advances,9,2023,592
2-s2.0-85129087052,CSEE Journal of Power and Energy Systems,9,2023,1328
2-s2.0-85169911984,Science Bulletin,68,2023,565
2-s2.0-85179553475,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85171555120,Science Bulletin,68,2023,565
2-s2.0-85167977452,Neurocomputing,555,2023,174
2-s2.0-85176903155,"Sensors (Basel, Switzerland)",23,2023,2857
2-s2.0-85176743787,Physical Review Letters,131,2023,580
2-s2.0-85178559353,"Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture, MICRO 2023",,2023,2847
2-s2.0-85178307209,UIST 2023 Adjunct - Adjunct Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,,2023,2849
2-s2.0-85161719386,Discrete Applied Mathematics,338,2023,311
2-s2.0-85162255043,Advanced Healthcare Materials,12,2023,1109
2-s2.0-85178311181,UIST 2023 Adjunct - Adjunct Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,,2023,2849
2-s2.0-85090964562,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",237,2023,2858
2-s2.0-85179553602,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85171572031,Science Bulletin,68,2023,565
2-s2.0-85179559147,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176904555,"Sensors (Basel, Switzerland)",23,2023,2857
2-s2.0-85175660573,BMJ Open,13,2023,632
2-s2.0-85175584655,Environmental Science and Technology,57,2023,549
2-s2.0-85176126910,Chemical Society Reviews,52,2023,2859
2-s2.0-85175623988,KSII Transactions on Internet and Information Systems,17,2023,1057
2-s2.0-85177977095,Journal of Fluid Mechanics,974,2023,1098
2-s2.0-85179553699,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85175947657,Physical Review Letters,131,2023,580
2-s2.0-85168250215,Computers and Fluids,265,2023,2844
2-s2.0-85179555115,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176878145,"Sensors (Basel, Switzerland)",23,2023,2857
2-s2.0-85179556960,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179557894,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85172140465,UIST 2023 - Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,,2023,2846
2-s2.0-85175048570,Progress in Geography,42,2023,2860
2-s2.0-85175566212,Chemical Society Reviews,52,2023,2859
2-s2.0-85175587011,Environmental Science and Technology,57,2023,549
2-s2.0-85178504144,UIST 2023 - Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,,2023,2846
2-s2.0-85178266412,UIST 2023 Adjunct - Adjunct Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,,2023,2849
2-s2.0-85179547668,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179582947,Huagong Jinzhan/Chemical Industry and Engineering Progress,42,2023,1424
2-s2.0-85163145863,Small,19,2023,599
2-s2.0-85176912190,SOSP 2023 - Proceedings of the 29th ACM Symposium on Operating Systems Principles,,2023,2861
2-s2.0-85179553387,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85165394434,Journal of Industrial and Engineering Chemistry,126,2023,171
2-s2.0-85179553383,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176136586,Proceedings of the International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc),,2023,2862
2-s2.0-85175741641,Journal of Chemical Theory and Computation,19,2023,1097
2-s2.0-85177814347,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85174320269,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179550447,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85170855376,Advanced Science,10,2023,596
2-s2.0-85179549853,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179550322,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176727449,ACS Omega,8,2023,1170
2-s2.0-85175649135,Journal of Fluid Mechanics,973,2023,1098
2-s2.0-85176604559,Optics Express,31,2023,550
2-s2.0-85179553153,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179553276,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176115015,JACS Au,3,2023,1081
2-s2.0-85175587192,Environmental Science and Technology,57,2023,549
2-s2.0-85179548254,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85177613851,"Proceedings of the ACM SIGCOMM Internet Measurement Conference, IMC",,2023,2863
2-s2.0-85164122774,Advanced Functional Materials,33,2023,556
2-s2.0-85167822541,Knowledge-Based Systems,278,2023,180
2-s2.0-85179046679,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85175221273,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,40,2023,2864
2-s2.0-85179584823,Huagong Jinzhan/Chemical Industry and Engineering Progress,42,2023,1424
2-s2.0-85168431956,Nano Letters,23,2023,594
2-s2.0-85178203084,Optics Express,31,2023,550
2-s2.0-85162160221,Journal of Industrial and Engineering Chemistry,126,2023,171
2-s2.0-85179548465,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85173518172,Cell,186,2023,2045
2-s2.0-85180411780,Hangkong Xuebao/Acta Aeronautica et Astronautica Sinica,44,2023,1359
2-s2.0-85179546202,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85177048867,E3S Web of Conferences,438,2023,2079
2-s2.0-85173167421,Cell,186,2023,2045
2-s2.0-85175269513,ACS Nano,17,2023,651
2-s2.0-85176958165,SOSP 2023 - Proceedings of the 29th ACM Symposium on Operating Systems Principles,,2023,2861
2-s2.0-85125576388,Journal of Social Policy,52,2023,2865
2-s2.0-85179551750,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176935866,SOSP 2023 - Proceedings of the 29th ACM Symposium on Operating Systems Principles,,2023,2861
2-s2.0-85171590264,Nature,622,2023,601
2-s2.0-85179548070,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179546290,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176888010,"Sensors (Basel, Switzerland)",23,2023,2857
2-s2.0-85169035841,Construction and Building Materials,402,2023,315
2-s2.0-85180561945,Steel and Composite Structures,49,2023,2608
2-s2.0-85179550237,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85184667983,Qiche Gongcheng/Automotive Engineering,45,2023,676
2-s2.0-85179552771,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85168162067,Surface and Coatings Technology,471,2023,293
2-s2.0-85179553225,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176010824,Optics Express,31,2023,550
2-s2.0-85179548160,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179549494,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85175270134,ACS Applied Materials and Interfaces,15,2023,640
2-s2.0-85169573519,Engineering Fracture Mechanics,291,2023,316
2-s2.0-85179546261,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85167798254,Knowledge-Based Systems,278,2023,180
2-s2.0-85179547078,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176237651,Chemical Science,14,2023,1299
2-s2.0-85179551976,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179553117,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179552144,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179553112,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85175220786,Zhen ci yan jiu = Acupuncture research,48,2023,2866
2-s2.0-85179584114,Huagong Jinzhan/Chemical Industry and Engineering Progress,42,2023,1424
2-s2.0-85175636545,Optics Express,31,2023,550
2-s2.0-85175615659,Optics Express,31,2023,550
2-s2.0-85173039390,Protein & cell,14,2023,2867
2-s2.0-85176913504,SOSP 2023 - Proceedings of the 29th ACM Symposium on Operating Systems Principles,,2023,2861
2-s2.0-85179585847,Huagong Jinzhan/Chemical Industry and Engineering Progress,42,2023,1424
2-s2.0-85175468084,Dianli Xitong Zidonghua/Automation of Electric Power Systems,47,2023,552
2-s2.0-85170508381,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179551738,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85180915972,Journal of Environmental Engineering and Landscape Management,31,2023,2868
2-s2.0-85169909479,Industrial and Engineering Chemistry Research,62,2023,670
2-s2.0-85168422644,Knowledge-Based Systems,278,2023,180
2-s2.0-85175619010,Journal of Fluid Mechanics,973,2023,1098
2-s2.0-85166938760,Angewandte Chemie - International Edition,62,2023,317
2-s2.0-85175460486,Dianli Xitong Zidonghua/Automation of Electric Power Systems,47,2023,552
2-s2.0-85164217590,Journal of Sound and Vibration,565,2023,2869
2-s2.0-85175450359,Dianli Xitong Zidonghua/Automation of Electric Power Systems,47,2023,552
2-s2.0-85178204770,Optics Express,31,2023,550
2-s2.0-85179583894,Huagong Jinzhan/Chemical Industry and Engineering Progress,42,2023,1424
2-s2.0-85179547334,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179549877,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179551715,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179550505,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85175031984,JACS Au,3,2023,1081
2-s2.0-85179552520,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179552483,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85176951963,IEICE Electronics Express,20,2023,2870
2-s2.0-85174317505,IET Renewable Power Generation,17,2023,589
2-s2.0-85143156123,Psychological Medicine,53,2023,2871
2-s2.0-85170061111,Knowledge-Based Systems,278,2023,180
2-s2.0-85179546097,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85179548396,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia,,2023,2845
2-s2.0-85182523016,ACM International Conference Proceeding Series,,2023,644
2-s2.0-85173802423,"Developing Intercultural Competence ""At Home"" Domestic Students' Experiences in Chinese Universities",,2023,2872
2-s2.0-85169836027,Neuron,111,2023,603
2-s2.0-85175608144,Materials Horizons,10,2023,1589
2-s2.0-85168375866,Advanced Energy Materials,13,2023,600
2-s2.0-85174751995,Journal of the American Chemical Society,145,2023,598
2-s2.0-85175279786,"Sensors (Basel, Switzerland)",23,2023,2857
2-s2.0-85184808103,Physical Review Letters,131,2023,580
2-s2.0-85165900426,International Journal of Structural Integrity,14,2023,1137
2-s2.0-85178119400,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85174184231,Chem Catalysis,3,2023,2041
2-s2.0-85175565337,Chemical Communications,59,2023,1192
2-s2.0-85164239277,Science of the Total Environment,896,2023,172
2-s2.0-85178169209,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85178099424,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85178134458,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85178104550,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85176222873,Materials Advances,4,2023,2874
2-s2.0-85175273831,"Sensors (Basel, Switzerland)",23,2023,2857
2-s2.0-85173596682,JAMA Dermatology,159,2023,2875
2-s2.0-85178976580,Handbook on Higher Education Management and Governance,,2023,2876
2-s2.0-85178103820,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85160764968,International Journal of Hydrogen Energy,48,2023,306
2-s2.0-85171291881,Advanced Materials,35,2023,588
2-s2.0-85178106021,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85176746605,Journal of Materials Chemistry A,11,2023,1140
2-s2.0-85176790803,Advances in Transdisciplinary Engineering,40,2023,1083
2-s2.0-85178157241,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85176736413,Cehui Xuebao/Acta Geodaetica et Cartographica Sinica,52,2023,2877
2-s2.0-85178116457,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85184520233,ACM International Conference Proceeding Series,,2023,644
2-s2.0-85167475212,Nanotechnology,34,2023,122
2-s2.0-85171198565,Angewandte Chemie - International Edition,62,2023,317
2-s2.0-85178211303,Atmospheric Chemistry and Physics,23,2023,641
2-s2.0-85176111115,ACS Catalysis,13,2023,672
2-s2.0-85161357034,Advanced Optical Materials,11,2023,637
2-s2.0-85174752068,ACS Applied Materials and Interfaces,15,2023,640
2-s2.0-85175610589,Environmental Science: Water Research and Technology,9,2023,2878
2-s2.0-85178097783,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85171585245,Nature,622,2023,601
2-s2.0-85178114046,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85178139289,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85173135986,One Earth,6,2023,2879
2-s2.0-85178117559,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85181756235,ACM Transactions on Sensor Networks,20,2023,2105
2-s2.0-85171340400,Angewandte Chemie - International Edition,62,2023,317
2-s2.0-85174462951,ChemistrySelect,8,2023,686
2-s2.0-85178499803,Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology,31,2023,1095
2-s2.0-85178164363,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85178166945,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85175198536,Journal of Applied Physics,134,2023,2057
2-s2.0-85181710107,ACM Transactions on Sensor Networks,20,2023,2105
2-s2.0-85174751557,Journal of the American Chemical Society,145,2023,598
2-s2.0-85164221281,Science of the Total Environment,896,2023,172
2-s2.0-85171347844,Angewandte Chemie - International Edition,62,2023,317
2-s2.0-85176777185,Advances in Transdisciplinary Engineering,40,2023,1083
2-s2.0-85168523679,Energy and Fuels,37,2023,1168
2-s2.0-85178100819,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85157964254,Journal of Materials Science and Technology,161,2023,65
2-s2.0-85178142582,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85178101914,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85164329458,Small Methods,7,2023,1112
2-s2.0-85169688984,Advanced Energy Materials,13,2023,600
2-s2.0-85162021863,Small Methods,7,2023,1112
2-s2.0-85178103017,"International Conference on Information and Knowledge Management, Proceedings",,2023,2873
2-s2.0-85171483152,Journal of Cleaner Production,424,2023,296
