name,ID,domain
Algorithm-level,00004393,computerscience
Absorption characteristics,00004394,computerscience
Marine radar,00004395,computerscience
Multiple signal classification,00004396,computerscience
Hardware security,00004397,computerscience
Terahertz waves,00004398,computerscience
anterior cingulate,00004399,computerscience
DNA Copy Number Variations,00004400,computerscience
Matched filters,00004401,computerscience
Pulse position modulation,00004402,computerscience
Secure communication,00004403,computerscience
3D face modeling,00004404,computerscience
clinical practice,00004405,computerscience
Electric power system economics,00004406,computerscience
Eddy current testing,00004407,computerscience
Epoxy composites,00004408,computerscience
Graph embeddings,00004409,computerscience
Graph structures,00004410,computerscience
body temperature,00004411,computerscience
building,00004412,computerscience
energy efficiency,00004413,computerscience
Active suspension systems,00004414,computerscience
Nei Monggol,00004415,computerscience
glacial erosion,00004416,computerscience
glacial hydrology,00004417,computerscience
electric vehicle,00004418,computerscience
electrical power,00004419,computerscience
Bacteroides,00004420,computerscience
Bacteroidetes,00004421,computerscience
Chronotype,00004422,computerscience
Corrosion resistant alloys,00004423,computerscience
Adsorption isotherms,00004424,computerscience
AMP-Activated Protein Kinases,00004425,computerscience
"Constriction, Pathologic",00004426,computerscience
Cardiology,00004427,computerscience
Capacitance measurement,00004428,computerscience
answering question,00004429,computerscience
assessment of humans,00004430,computerscience
Artificial limbs,00004431,computerscience
Glass fibers,00004432,computerscience
Qubits,00004433,computerscience
Turbine components,00004434,computerscience
Turbomachine blades,00004435,computerscience
Wind turbine blades,00004436,computerscience
Extrusion,00004437,computerscience
ecotourism,00004438,computerscience
empowerment,00004439,computerscience
metal oxide,00004440,computerscience
alternative energy,00004441,computerscience
data mining,00004442,computerscience
forecasting method,00004443,computerscience
Drug Design,00004444,computerscience
Brittleness,00004445,computerscience
Nucleic acids,00004446,computerscience
Signal transduction,00004447,computerscience
Antecedent-privacy concern-outcome model,00004448,computerscience
Facial recognition,00004449,computerscience
Facial recognition payment,00004450,computerscience
Candidate materials,00004451,computerscience
Zero-shot learning,00004452,computerscience
Tianshui,00004453,computerscience
Insulating oil,00004454,computerscience
Electrochromic devices,00004455,computerscience
Bacterial Proteins,00004456,computerscience
Jiangxi,00004457,computerscience
agricultural development,00004458,computerscience
Highway traffic control,00004459,computerscience
Ordos,00004460,computerscience
Inspection equipment,00004461,computerscience
Artificial intelligence methods,00004462,computerscience
Hydraulic brakes,00004463,computerscience
Flowers,00004464,computerscience
"Gene Expression Regulation, Plant",00004465,computerscience
Collaborative perception,00004466,computerscience
Communication mechanisms,00004467,computerscience
Communication scheduling,00004468,computerscience
"DNA, Circular",00004469,computerscience
Shear deformation,00004470,computerscience
Calorimetry,00004471,computerscience
Confined flow,00004472,computerscience
Adders,00004473,computerscience
Change operations,00004474,computerscience
Cloud change operation,00004475,computerscience
Chatbots,00004476,computerscience
ChatGPT,00004477,computerscience
Generative chatbot,00004478,computerscience
Asynchronous machinery,00004479,computerscience
Induction machine,00004480,computerscience
Correction approaches,00004481,computerscience
Correction method,00004482,computerscience
Bellows,00004483,computerscience
Pistons,00004484,computerscience
Cone-beam computed tomography,00004485,computerscience
Beam energies,00004486,computerscience
Civil structure,00004487,computerscience
Delay-sensitive applications,00004488,computerscience
Fisher information matrix,00004489,computerscience
Phonon scattering,00004490,computerscience
Micromechanics,00004491,computerscience
Surface roughness,00004492,computerscience
Magnetic devices,00004493,computerscience
Tunnel junctions,00004494,computerscience
Drug Liberation,00004495,computerscience
Hydrogen Bonding,00004496,computerscience
Charge injection,00004497,computerscience
Electron injection,00004498,computerscience
Functional electric stimulation,00004499,computerscience
DNA Methylation,00004500,computerscience
"Epigenesis, Genetic",00004501,computerscience
Cramer-Rao bounds,00004502,computerscience
carboplatin,00004503,computerscience
cisplatin,00004504,computerscience
Arbitrary boundary conditions,00004505,computerscience
Osmosis,00004506,computerscience
Exome Sequencing,00004507,computerscience
Microstrip antennas,00004508,computerscience
Microwave antennas,00004509,computerscience
Acetic acid,00004510,computerscience
Cell Cycle Proteins,00004511,computerscience
CCD cameras,00004512,computerscience
Optical transfer function,00004513,computerscience
Complex amplitude,00004514,computerscience
Conventional imaging,00004515,computerscience
Fall detection,00004516,computerscience
Software defined networking,00004517,computerscience
polymer nanoparticle,00004518,computerscience
DNA Helicases,00004519,computerscience
High temperature applications,00004520,computerscience
amikacin,00004521,computerscience
amoxicillin,00004522,computerscience
ampicillin,00004523,computerscience
nanocomposite,00004524,computerscience
nanofilm,00004525,computerscience
nanoparticle,00004526,computerscience
Urban growth,00004527,computerscience
fullerene,00004528,computerscience
Cloud-based,00004529,computerscience
Distributed processing,00004530,computerscience
potassium chloride,00004531,computerscience
deionized water,00004532,computerscience
silver nanoparticle,00004533,computerscience
acne,00004534,computerscience
global warming,00004535,computerscience
Food Chain,00004536,computerscience
diagnostic accuracy,00004537,computerscience
drug development,00004538,computerscience
Calmodulin,00004539,computerscience
bird,00004540,computerscience
Blue,00004541,computerscience
Ankle Brachial Index,00004542,computerscience
Magnetoplasma,00004543,computerscience
Polyurethanes,00004544,computerscience
Cathodic protection,00004545,computerscience
Coal transportation,00004546,computerscience
Organic compounds,00004547,computerscience
Histone Deacetylase Inhibitors,00004548,computerscience
Janus Kinases,00004549,computerscience
Electroosmosis,00004550,computerscience
Grain growth,00004551,computerscience
3-Hydroxybutyric Acid,00004552,computerscience
Lysine,00004553,computerscience
Asia,00004554,computerscience
affine transform,00004555,computerscience
AlexNet,00004556,computerscience
Cerebrospinal Fluid Rhinorrhea,00004557,computerscience
Laws and legislation,00004558,computerscience
Chinese medicine,00004559,computerscience
consensus,00004560,computerscience
consensus development,00004561,computerscience
Cyclization,00004562,computerscience
Be,00004563,computerscience
Be Stars,00004564,computerscience
Binaries: close,00004565,computerscience
Electron microscopes,00004566,computerscience
Electron microscopy,00004567,computerscience
Point defects,00004568,computerscience
Salt deposits,00004569,computerscience
acridine orange,00004570,computerscience
phenolsulfonphthalein,00004571,computerscience
titanium dioxide nanoparticle,00004572,computerscience
Grippers,00004573,computerscience
Curcumin,00004574,computerscience
Inflammation,00004575,computerscience
Low temperature drying,00004576,computerscience
Evacuation,00004577,computerscience
Evacuation time,00004578,computerscience
Low risk,00004579,computerscience
Computer aided language translation,00004580,computerscience
Electronic document identification systems,00004581,computerscience
"Regulatory Sequences, Nucleic Acid",00004582,computerscience
Oxygen vacancies,00004583,computerscience
Computational social choices,00004584,computerscience
Large groups,00004585,computerscience
Parameterized,00004586,computerscience
Installation,00004587,computerscience
Shrinkage,00004588,computerscience
Steel corrosion,00004589,computerscience
Multicasting,00004590,computerscience
Bimetals,00004591,computerscience
"Drug Resistance, Neoplasm",00004592,computerscience
Smart textiles,00004593,computerscience
Color and textures,00004594,computerscience
Fruits,00004595,computerscience
Flight control systems,00004596,computerscience
Fuel tanks,00004597,computerscience
Clindamycin,00004598,computerscience
Fuel storage,00004599,computerscience
Process control,00004600,computerscience
Storage management,00004601,computerscience
Measurement errors,00004602,computerscience
Breast,00004603,computerscience
Timber,00004604,computerscience
Stiffness matrix,00004605,computerscience
Steel construction,00004606,computerscience
Audience experience,00004607,computerscience
Audience participation game,00004608,computerscience
Break down,00004609,computerscience
Fuzzy set theory,00004610,computerscience
Minerals,00004611,computerscience
Electric switches,00004612,computerscience
Computational modelling,00004613,computerscience
Cloud security,00004614,computerscience
Computing,00004615,computerscience
Computing technology,00004616,computerscience
gelfoam,00004617,computerscience
methylprednisolone,00004618,computerscience
Branch and bounds,00004619,computerscience
Anthropomorphic design,00004620,computerscience
Anthropomorphic design cue,00004621,computerscience
Interaction modes,00004622,computerscience
User interfaces,00004623,computerscience
Windows operating system,00004624,computerscience
Coarse-grained modeling,00004625,computerscience
Acousto-optic deflectors,00004626,computerscience
Coherence lengths,00004627,computerscience
Biogas,00004628,computerscience
Cost effective,00004629,computerscience
Signal processing,00004630,computerscience
Indicators (chemical),00004631,computerscience
Atmospheric optics,00004632,computerscience
Radiative transfer,00004633,computerscience
Spectrophotometers,00004634,computerscience
Convolutional codes,00004635,computerscience
Spacecraft propulsion,00004636,computerscience
Electric propulsion systems,00004637,computerscience
Linearized models,00004638,computerscience
Behavioral science,00004639,computerscience
Molecular Conformation,00004640,computerscience
Cluster mass,00004641,computerscience
Aromatic Compounds,00004642,computerscience
Catalase,00004643,computerscience
Crohn Disease,00004644,computerscience
Gastrointestinal Microbiome,00004645,computerscience
Dark energy,00004646,computerscience
Cell Wall,00004647,computerscience
Lolium,00004648,computerscience
High-entropy alloys,00004649,computerscience
Remote sensing,00004650,computerscience
community organization,00004651,computerscience
Risk analysis,00004652,computerscience
gene expression,00004653,computerscience
Synchronization,00004654,computerscience
Average coverage,00004655,computerscience
Deployment models,00004656,computerscience
Frog jumps,00004657,computerscience
Solar power generation,00004658,computerscience
Space telescopes,00004659,computerscience
Supernovae,00004660,computerscience
Atmospheric composition,00004661,computerscience
Spectroscopic analysis,00004662,computerscience
White dwarfs,00004663,computerscience
Hafnium oxides,00004664,computerscience
Hot pressing,00004665,computerscience
Human papilloma virus vaccine,00004666,computerscience
connective tissue disease,00004667,computerscience
coronavirus disease 2019,00004668,computerscience
collagen,00004669,computerscience
glutathione peroxidase 3,00004670,computerscience
Packet networks,00004671,computerscience
Surface tension,00004672,computerscience
Concentrated coil,00004673,computerscience
Glycols,00004674,computerscience
Gravimetry,00004675,computerscience
Bacterial Infections,00004676,computerscience
Driver training,00004677,computerscience
Apolipoprotein B-48,00004678,computerscience
Chylomicrons,00004679,computerscience
Personnel,00004680,computerscience
Collaboration,00004681,computerscience
Binocular vision,00004682,computerscience
beta-Cyclodextrins,00004683,computerscience
Neurosurgical Procedures,00004684,computerscience
Pulsars,00004685,computerscience
Formation and evolutions,00004686,computerscience
Distributed ledger,00004687,computerscience
Coefficients of variations,00004688,computerscience
Texas,00004689,computerscience
Application prospect,00004690,computerscience
Broad application,00004691,computerscience
Dyspepsia,00004692,computerscience
Gastritis,00004693,computerscience
Germinal Center,00004694,computerscience
eHealth,00004695,computerscience
Public key cryptography,00004696,computerscience
Magnetite,00004697,computerscience
Dangerous Behavior,00004698,computerscience
finite element method,00004699,computerscience
infiltration,00004700,computerscience
limit analysis,00004701,computerscience
Ocean currents,00004702,computerscience
Search engines,00004703,computerscience
calibration,00004704,computerscience
Textile industry,00004705,computerscience
Electromagnetic wave emission,00004706,computerscience
atmospheric chemistry,00004707,computerscience
Bus transportation,00004708,computerscience
Adaptation models,00004709,computerscience
Adapting,00004710,computerscience
Automatic chain of thought prompting,00004711,computerscience
Carotid Stenosis,00004712,computerscience
Text processing,00004713,computerscience
Abstractive text summarization,00004714,computerscience
Earth (planet),00004715,computerscience
Speech recognition,00004716,computerscience
Absolute performance,00004717,computerscience
Optimistics,00004718,computerscience
aquatic organism,00004719,computerscience
health status,00004720,computerscience
Acinetobacter baumannii,00004721,computerscience
Blood Platelets,00004722,computerscience
Nearest neighbor search,00004723,computerscience
Concentration (process),00004724,computerscience
Annexin A1,00004725,computerscience
Acoustic displacement,00004726,computerscience
Acoustic technology,00004727,computerscience
Displacement field,00004728,computerscience
cytology,00004729,computerscience
Broadband networks,00004730,computerscience
Larva,00004731,computerscience
HLA A antigen,00004732,computerscience
HLA antibody,00004733,computerscience
Impurities,00004734,computerscience
Materials handling,00004735,computerscience
Laser cooling,00004736,computerscience
Bennett linkages,00004737,computerscience
Charging facilities,00004738,computerscience
Charging infrastructures,00004739,computerscience
Heart Failure,00004740,computerscience
Heart-Assist Devices,00004741,computerscience
Filtration,00004742,computerscience
Asymmetric,00004743,computerscience
Chaotic metastructure,00004744,computerscience
Chaotic vibration,00004745,computerscience
Epilepsy,00004746,computerscience
Fertility Preservation,00004747,computerscience
Taylor series,00004748,computerscience
Horizontal tail,00004749,computerscience
Isogeometric analysis,00004750,computerscience
Atmospheric turbulence,00004751,computerscience
Tanks (containers),00004752,computerscience
Complex scenes,00004753,computerscience
bacterial pneumonia,00004754,computerscience
stainless steel,00004755,computerscience
automobile industry,00004756,computerscience
Steam generators,00004757,computerscience
Boiling heat transfer,00004758,computerscience
Grassland,00004759,computerscience
Chlorogloeopsis fritschii,00004760,computerscience
"Antibodies, Antiphospholipid",00004761,computerscience
Crawling robots,00004762,computerscience
Tourism,00004763,computerscience
Case study analysis,00004764,computerscience
Complex esthetic,00004765,computerscience
Liquid sloshing,00004766,computerscience
Materials,00004767,computerscience
Cohesive zone length,00004768,computerscience
Cohesive zones,00004769,computerscience
Delay circuits,00004770,computerscience
Code division multiple access,00004771,computerscience
Lattice constants,00004772,computerscience
Magnetic moments,00004773,computerscience
Accurate computations,00004774,computerscience
FS-2 algorithm,00004775,computerscience
Non-alcoholic Fatty Liver Disease,00004776,computerscience
Remote control,00004777,computerscience
Dark matter,00004778,computerscience
Early types,00004779,computerscience
Action gradient,00004780,computerscience
Actor-critic algorithm,00004781,computerscience
Plastic deformation,00004782,computerscience
Nanocrystalline alloys,00004783,computerscience
Flanges,00004784,computerscience
Radar equipment,00004785,computerscience
Radar tracking,00004786,computerscience
Tracking radar,00004787,computerscience
academic achievement,00004788,computerscience
child,00004789,computerscience
Charge coupled devices,00004790,computerscience
Communication,00004791,computerscience
Computer Graphics,00004792,computerscience
hierarchical system,00004793,computerscience
international organization,00004794,computerscience
international relations,00004795,computerscience
Electric power system measurement,00004796,computerscience
Collector efficiency,00004797,computerscience
Solar heating,00004798,computerscience
Solar thermal energy,00004799,computerscience
Newton-Raphson method,00004800,computerscience
Ruby,00004801,computerscience
Cylindrical workpiece,00004802,computerscience
Mantodea,00004803,computerscience
Predatory Behavior,00004804,computerscience
North China Plain,00004805,computerscience
Caprylates,00004806,computerscience
Dendrites (metallography),00004807,computerscience
Manganese Compounds,00004808,computerscience
Cell organelle,00004809,computerscience
Cell-be,00004810,computerscience
Highway engineering,00004811,computerscience
Traffic signals,00004812,computerscience
Adjustment factors,00004813,computerscience
Optical fiber communication,00004814,computerscience
alamine 336,00004815,computerscience
chloride,00004816,computerscience
Calcium chloride,00004817,computerscience
Bi-stability,00004818,computerscience
Foldings,00004819,computerscience
Websites,00004820,computerscience
Anonymity networks,00004821,computerscience
Anonymous communication,00004822,computerscience
machine learning,00004823,computerscience
Active distribution network,00004824,computerscience
De-noising,00004825,computerscience
Large-scales,00004826,computerscience
Grinding,00004827,computerscience
Energy estimates,00004828,computerscience
Euclidean spaces,00004829,computerscience
Extremal,00004830,computerscience
Maxillary Sinus,00004831,computerscience
Demand side management,00004832,computerscience
Scintillation counters,00004833,computerscience
Customized power service,00004834,computerscience
Consolidation,00004835,computerscience
Analytical solution,00004836,computerscience
Boundary element method,00004837,computerscience
Yanzhou,00004838,computerscience
Autoignited flame,00004839,computerscience
Hospitals,00004840,computerscience
Internship and Residency,00004841,computerscience
North Carolina,00004842,computerscience
Wilmington [North Carolina],00004843,computerscience
Zhongliang Mountain,00004844,computerscience
Dynamic analysis,00004845,computerscience
Guideways,00004846,computerscience
Magnetic levitation,00004847,computerscience
Magnetic levitation vehicles,00004848,computerscience
Axial distance,00004849,computerscience
Hamiltonians,00004850,computerscience
Electronics packaging,00004851,computerscience
Power generation,00004852,computerscience
Extended Kalman filters,00004853,computerscience
Kinetic parameters,00004854,computerscience
Flow simulation,00004855,computerscience
Modular construction,00004856,computerscience
Area measurement,00004857,computerscience
Atmospheric measurement,00004858,computerscience
FCBGA packages,00004859,computerscience
marketing,00004860,computerscience
retailing,00004861,computerscience
Crack initiation,00004862,computerscience
Building information model,00004863,computerscience
Microencapsulation,00004864,computerscience
Gallium,00004865,computerscience
Shock absorbers,00004866,computerscience
Aluminum Oxide,00004867,computerscience
Benzhydryl Compounds,00004868,computerscience
Ostwald ripening,00004869,computerscience
Anti-sliding performance,00004870,computerscience
Cascade control systems,00004871,computerscience
Sintering,00004872,computerscience
Automatic teller machines,00004873,computerscience
Acclimatization,00004874,computerscience
correction,00004875,computerscience
extreme event,00004876,computerscience
prediction,00004877,computerscience
Densification,00004878,computerscience
Activation analysis,00004879,computerscience
agricultural worker,00004880,computerscience
electronic commerce,00004881,computerscience
air transportation,00004882,computerscience
correlation,00004883,computerscience
Ad hoc networks,00004884,computerscience
Ordinary differential equations,00004885,computerscience
Relaxation time,00004886,computerscience
Capacity estimation,00004887,computerscience
Coulomb interactions,00004888,computerscience
Quantum interference devices,00004889,computerscience
Semiconductor quantum dots,00004890,computerscience
Autonomous Vehicles,00004891,computerscience
Seismic response,00004892,computerscience
Data parallelism,00004893,computerscience
Anhui,00004894,computerscience
Notch filters,00004895,computerscience
Descriptive studies,00004896,computerscience
Assembly process,00004897,computerscience
Composite structure assembly process,00004898,computerscience
Composites structures,00004899,computerscience
Crystal growth from melt,00004900,computerscience
Electromechanical coupling,00004901,computerscience
Automatic speaker verification,00004902,computerscience
Aircoolers,00004903,computerscience
Angiography,00004904,computerscience
"Imaging, Three-Dimensional",00004905,computerscience
Degree program,00004906,computerscience
Field experiment,00004907,computerscience
Athletes,00004908,computerscience
Athletic Performance,00004909,computerscience
Standby power systems,00004910,computerscience
Chassis,00004911,computerscience
Chain length,00004912,computerscience
Germination,00004913,computerscience
Parallel algorithms,00004914,computerscience
Nepal,00004915,computerscience
Rapti,00004916,computerscience
climate conditions,00004917,computerscience
Xiluodu Reservoir,00004918,computerscience
Radioisotopes,00004919,computerscience
Aniline Compounds,00004920,computerscience
Benzylidene Compounds,00004921,computerscience
GIS,00004922,computerscience
microclimate,00004923,computerscience
Optical data processing,00004924,computerscience
Data transfer,00004925,computerscience
Blaze new trail and entrepreneurship schooling in learn and university,00004926,computerscience
Entrepreneurship education,00004927,computerscience
Gas adsorption,00004928,computerscience
Fallout,00004929,computerscience
Cadmium sulfide,00004930,computerscience
Data packet,00004931,computerscience
Direct and indirect reputation,00004932,computerscience
Iron Compounds,00004933,computerscience
Redox Reactions,00004934,computerscience
Data flow analysis,00004935,computerscience
Elevators and Escalators,00004936,computerscience
Catalytic converters,00004937,computerscience
Media streaming,00004938,computerscience
Students,00004939,computerscience
Acoustic properties,00004940,computerscience
"Arthroplasty, Replacement, Hip",00004941,computerscience
"Diagnostic Techniques, Ophthalmological",00004942,computerscience
Geometrical optics,00004943,computerscience
Connor-Davidson Resilience Scale,00004944,computerscience
Emotional Regulation,00004945,computerscience
Emotions,00004946,computerscience
Alloying elements,00004947,computerscience
Active safety systems,00004948,computerscience
bioavailability,00004949,computerscience
biochar,00004950,computerscience
cadmium,00004951,computerscience
Outages,00004952,computerscience
Autism Spectrum Disorder,00004953,computerscience
Autistic Disorder,00004954,computerscience
Geothermal heat pumps,00004955,computerscience
Abdomen,00004956,computerscience
Laparoscopes,00004957,computerscience
Laparoscopy,00004958,computerscience
Convolution kernel,00004959,computerscience
Impedance modeling,00004960,computerscience
BCH code,00004961,computerscience
Calcium fluoride,00004962,computerscience
Medical image processing,00004963,computerscience
"Models, Molecular",00004964,computerscience
Burnett method,00004965,computerscience
Equation-of-state,00004966,computerscience
Marketing,00004967,computerscience
Development path,00004968,computerscience
Adenocarcinoma of Lung,00004969,computerscience
Authenticated searchable encryption,00004970,computerscience
Certificateless,00004971,computerscience
Difference,00004972,computerscience
Electrostatic precipitators,00004973,computerscience
Social aspects,00004974,computerscience
Flow graphs,00004975,computerscience
Mass spectrometry,00004976,computerscience
Mobile telecommunication systems,00004977,computerscience
Newtonian liquids,00004978,computerscience
"Disease Models, Animal",00004979,computerscience
Architectural features,00004980,computerscience
Climate responsive strategy,00004981,computerscience
Grain growing,00004982,computerscience
Hainan,00004983,computerscience
Paint,00004984,computerscience
Laser materials processing,00004985,computerscience
Soil moisture,00004986,computerscience
Capillary action,00004987,computerscience
Glass ceramics,00004988,computerscience
Nanophotonics,00004989,computerscience
Giant stars,00004990,computerscience
Planets,00004991,computerscience
Control charts,00004992,computerscience
Environmental Protection Agency,00004993,computerscience
Assembly systems,00004994,computerscience
Biological properties,00004995,computerscience
Analytes,00004996,computerscience
Ergonomics,00004997,computerscience
Network embeddings,00004998,computerscience
Acceleration time,00004999,computerscience
Different domains,00005000,computerscience
Acarbose,00005001,computerscience
Catalytic Domain,00005002,computerscience
Enzyme Inhibitors,00005003,computerscience
Tumors,00005004,computerscience
Cascade reactions,00005005,computerscience
Chromium,00005006,computerscience
Sodium compounds,00005007,computerscience
Fluorescence spectroscopy,00005008,computerscience
Blockchain technology,00005009,computerscience
Quadratic programming,00005010,computerscience
Branch-and-bound algorithms,00005011,computerscience
Program processors,00005012,computerscience
Circuit oscillations,00005013,computerscience
Air injection,00005014,computerscience
Experimental study,00005015,computerscience
Damage,00005016,computerscience
Three Gorges Reservoir,00005017,computerscience
deformation,00005018,computerscience
Electrochromism,00005019,computerscience
SCADA systems,00005020,computerscience
Extreme Weather,00005021,computerscience
Energy barriers,00005022,computerscience
Nanopores,00005023,computerscience
Actor-network,00005024,computerscience
Deep Brain Stimulation,00005025,computerscience
Gyrus Cinguli,00005026,computerscience
Knowledge engineering,00005027,computerscience
Automatic testing,00005028,computerscience
High temperature gas reactors,00005029,computerscience
Manufacture,00005030,computerscience
Sales,00005031,computerscience
Granulosa Cells,00005032,computerscience
environmental protection,00005033,computerscience
Microphones,00005034,computerscience
Construction Industry,00005035,computerscience
Industrial plants,00005036,computerscience
Barometric Pressure,00005037,computerscience
Modules,00005038,computerscience
beverage,00005039,computerscience
Heating equipment,00005040,computerscience
governance approach,00005041,computerscience
Bushings,00005042,computerscience
Boiler corrosion,00005043,computerscience
Nanocomposite films,00005044,computerscience
Atomistic modelling,00005045,computerscience
ARM processors,00005046,computerscience
Cache memory,00005047,computerscience
Air-pressure,00005048,computerscience
Allowable differential air pressure,00005049,computerscience
Railroad bridges,00005050,computerscience
Attitude,00005051,computerscience
Erotica,00005052,computerscience
Foundations,00005053,computerscience
Pattern matching,00005054,computerscience
Composition of services,00005055,computerscience
Pedestrian safety,00005056,computerscience
Capacity analysis,00005057,computerscience
Algebra,00005058,computerscience
advocacy,00005059,computerscience
Electric frequency control,00005060,computerscience
Bi-directional loading,00005061,computerscience
"Carcinoma, Non-Small-Cell Lung",00005062,computerscience
Ships,00005063,computerscience
equation,00005064,computerscience
financial market,00005065,computerscience
insurance system,00005066,computerscience
Catha edulis extract,00005067,computerscience
acquired immune deficiency syndrome,00005068,computerscience
Complex industrial systems,00005069,computerscience
Discrete event simulation,00005070,computerscience
Gyroscopes,00005071,computerscience
Shells (structures),00005072,computerscience
Subway stations,00005073,computerscience
Bacteriophage M13,00005074,computerscience
Actins,00005075,computerscience
Cadherins,00005076,computerscience
Pumped storage power plants,00005077,computerscience
Hydrogen sulfide,00005078,computerscience
Atlantic Ocean,00005079,computerscience
Pacific Ocean (Northwest),00005080,computerscience
Lake Baikal,00005081,computerscience
Russian Federation,00005082,computerscience
Animal Shells,00005083,computerscience
Americium,00005084,computerscience
ATLAS detectors,00005085,computerscience
Dopaminergic Neurons,00005086,computerscience
GABAergic Neurons,00005087,computerscience
Absorbable Implants,00005088,computerscience
"Ganglia, Spinal",00005089,computerscience
Storage (materials),00005090,computerscience
Pelvic Organ Prolapse,00005091,computerscience
Crystallization kinetics,00005092,computerscience
Micelles,00005093,computerscience
Unsteady flow,00005094,computerscience
boson,00005095,computerscience
darkness,00005096,computerscience
Droughts,00005097,computerscience
Heat-Shock Response,00005098,computerscience
Coumaric Acids,00005099,computerscience
Classification models,00005100,computerscience
Feature mismatches,00005101,computerscience
Cost Control,00005102,computerscience
Operating Costs,00005103,computerscience
Atmospheric boundary layer,00005104,computerscience
Wind speed,00005105,computerscience
Catechols,00005106,computerscience
Probability,00005107,computerscience
data source,00005108,computerscience
drug research,00005109,computerscience
Drainage,00005110,computerscience
Multipurpose robots,00005111,computerscience
Germanium alloys,00005112,computerscience
Noninvasive medical procedures,00005113,computerscience
General Practitioners,00005114,computerscience
Catecholamines,00005115,computerscience
Dopamine,00005116,computerscience
Combinatorial mathematics,00005117,computerscience
Liquid metals,00005118,computerscience
Electrophysiological Phenomena,00005119,computerscience
C2-C7 sagittal vertical axis,00005120,computerscience
cervical spine,00005121,computerscience
Modernization,00005122,computerscience
Acoustic wave propagation,00005123,computerscience
Chromosome Pairing,00005124,computerscience
Hydrogenation,00005125,computerscience
Hydraulic conductivity,00005126,computerscience
Chemical plants,00005127,computerscience
Chemical Industry,00005128,computerscience
Industrial water treatment,00005129,computerscience
Cytoplasmic Granules,00005130,computerscience
Audition,00005131,computerscience
Compressibility of gases,00005132,computerscience
Aspherical surface,00005133,computerscience
Finite difference time domain method,00005134,computerscience
Precision engineering,00005135,computerscience
Jet fuel,00005136,computerscience
Open Data,00005137,computerscience
cost benefit analysis,00005138,computerscience
Field of views,00005139,computerscience
Logistic regression,00005140,computerscience
Thermal comfort,00005141,computerscience
Cold exposure,00005142,computerscience
Density distributions,00005143,computerscience
Dynamical phenomena,00005144,computerscience
Fermi surface,00005145,computerscience
Mean field theory,00005146,computerscience
Emerging technologies,00005147,computerscience
Carbon Footprint,00005148,computerscience
Atmospheric radiation,00005149,computerscience
Hydrometallurgy,00005150,computerscience
Doxorubicin,00005151,computerscience
Computer generated holography,00005152,computerscience
Electron holography,00005153,computerscience
Exploding wires,00005154,computerscience
GPI-Linked Proteins,00005155,computerscience
HIV Infections,00005156,computerscience
Aerospace industry,00005157,computerscience
Online discussions,00005158,computerscience
Virtual workshops,00005159,computerscience
Wireless sensing,00005160,computerscience
Heavy oil production,00005161,computerscience
Coulomb blockade,00005162,computerscience
Indium arsenide,00005163,computerscience
Resistors,00005164,computerscience
Nanoclusters,00005165,computerscience
Abscess,00005166,computerscience
Descaling,00005167,computerscience
Contact Angle,00005168,computerscience
"Glomerulonephritis, IGA",00005169,computerscience
Deafness,00005170,computerscience
Nanorods,00005171,computerscience
Industry,00005172,computerscience
Approximation theory,00005173,computerscience
Combined cycle power plants,00005174,computerscience
Light scattering,00005175,computerscience
Growth and Development,00005176,computerscience
carbon flux,00005177,computerscience
coastal wetland,00005178,computerscience
Component assembly,00005179,computerscience
Hydrogen Sulfide,00005180,computerscience
Consensus clustering,00005181,computerscience
Direct numerical simulation,00005182,computerscience
Cyprinidae,00005183,computerscience
Dichroism,00005184,computerscience
Glazes,00005185,computerscience
"1,2,3,4 tetrahydroquinoxaline",00005186,computerscience
natural product,00005187,computerscience
quinoxaline derivative,00005188,computerscience
Coalescence,00005189,computerscience
Air cushioning,00005190,computerscience
Qilian Mountains,00005191,computerscience
Cryogenic liquids,00005192,computerscience
Internationality,00005193,computerscience
Seismic prospecting,00005194,computerscience
Barium sulfate,00005195,computerscience
Residence time distribution,00005196,computerscience
Ladders,00005197,computerscience
Mine trucks,00005198,computerscience
Poyang Lake,00005199,computerscience
Co-ordinate system,00005200,computerscience
Human motion capture,00005201,computerscience
Lighting textures,00005202,computerscience
Computational framework,00005203,computerscience
Geophysical modelling,00005204,computerscience
Textual description,00005205,computerscience
Caspase 1,00005206,computerscience
Electrochemical biosensors,00005207,computerscience
Dihedral angle,00005208,computerscience
Data inversion,00005209,computerscience
Video conferencing,00005210,computerscience
Facial regions,00005211,computerscience
Artificial intelligence nushu,00005212,computerscience
Profitability,00005213,computerscience
Computer system recovery,00005214,computerscience
Flow measurement,00005215,computerscience
Projectiles,00005216,computerscience
Stability criteria,00005217,computerscience
Molecular weight,00005218,computerscience
American Chemical Society,00005219,computerscience
Storage rings,00005220,computerscience
Electron storage ring,00005221,computerscience
Ethylenes,00005222,computerscience
Electronegativity,00005223,computerscience
Message passing,00005224,computerscience
Extended X ray absorption fine structure spectroscopy,00005225,computerscience
Raman spectroscopy,00005226,computerscience
Hopfield neural networks,00005227,computerscience
Simulated annealing,00005228,computerscience
Geophysics,00005229,computerscience
Controllable generation,00005230,computerscience
Standardization,00005231,computerscience
Liquefied natural gas,00005232,computerscience
attention,00005233,computerscience
Erythrocytes,00005234,computerscience
Airfoils,00005235,computerscience
